"Species","spawningMode","FemaleMass_g","FemaleSize_mm","sizeType","eggSize_mm","typeOfWork_eggSize","timeToEggMeasurement_months","Location","Date","sampleSize","Fertilized","Live","Latitude","Longitude","ReferencePdf","lnFemaleSize","lnEggSize","absLatitude"
"Merluccius merluccius","pelagic",NA,510.724,"TL",0.8909245,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.23582932687092,-0.11549559135305,43.448055
"Merluccius merluccius","pelagic",NA,510.249,"TL",0.9120289,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.23489884186442,-0.0920836008133874,43.448055
"Merluccius merluccius","pelagic",NA,497.905,"TL",0.9089864,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.21040929577486,-0.0954251464127322,43.448055
"Merluccius merluccius","pelagic",NA,491.259,"TL",0.917263,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.19697148362634,-0.0863610430480509,43.448055
"Merluccius merluccius","pelagic",NA,481.289,"TL",0.8230197,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.17646792127955,-0.194775141775023,43.448055
"Merluccius merluccius","pelagic",NA,475.592,"TL",0.7898412,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.16456034381729,-0.23592336638505,43.448055
"Merluccius merluccius","pelagic",NA,451.379,"TL",0.8380285,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.11230734136949,-0.176703169531826,43.448055
"Merluccius merluccius","pelagic",NA,468.471,"TL",0.8606796,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.14947420008278,-0.150032969245798,43.448055
"Merluccius merluccius","pelagic",NA,441.41,"TL",0.9427802,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.08997414875405,-0.0589221094134953,43.448055
"Merluccius merluccius","pelagic",NA,516.421,"TL",1.0130477,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.24692232429591,0.0129633120157959,43.448055
"Merluccius merluccius","pelagic",NA,515.946,"TL",1.025107,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.24600210884246,0.0247969973859916,43.448055
"Merluccius merluccius","pelagic",NA,510.724,"TL",1.0198189,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.23582932687092,0.0196250625128787,43.448055
"Merluccius merluccius","pelagic",NA,507.4,"TL",1.0258417,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.22929964716518,0.0255134463458575,43.448055
"Merluccius merluccius","pelagic",NA,500.279,"TL",1.0348711,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.21516594279808,0.0342768778986483,43.448055
"Merluccius merluccius","pelagic",NA,496.481,"TL",1.0250636,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.20754521487787,0.0247546594459133,43.448055
"Merluccius merluccius","pelagic",NA,515.471,"TL",1.0492265,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.24508104581251,0.0480532260305453,43.448055
"Merluccius merluccius","pelagic",NA,508.35,"TL",1.0552408,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.23117018672117,0.0537689873292704,43.448055
"Merluccius merluccius","pelagic",NA,511.673,"TL",1.0627859,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.23768574912675,0.0608936679732127,43.448055
"Merluccius merluccius","pelagic",NA,511.198,"TL",1.0733376,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.2367569906926,0.0707730460355857,43.448055
"Merluccius merluccius","pelagic",NA,516.421,"TL",1.0756105,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.24692232429591,0.0728884073582307,43.448055
"Merluccius merluccius","pelagic",NA,501.229,"TL",1.0785918,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.2170630824813,0.0756563014444736,43.448055
"Merluccius merluccius","pelagic",NA,496.481,"TL",1.0898877,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.20754521487787,0.0860746634104168,43.448055
"Merluccius merluccius","pelagic",NA,496.481,"TL",1.0748124,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.20754521487787,0.0721461347227931,43.448055
"Merluccius merluccius","pelagic",NA,496.006,"TL",1.052952,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.20658802342596,0.0515976480672703,43.448055
"Merluccius merluccius","pelagic",NA,476.067,"TL",1.0491388,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.1655586006287,0.0479696371530022,43.448055
"Merluccius merluccius","pelagic",NA,486.036,"TL",1.0830806,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.18628269523122,0.0798093881489606,43.448055
"Merluccius merluccius","pelagic",NA,481.289,"TL",1.115482,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.17646792127955,0.109286598498493,43.448055
"Merluccius merluccius","pelagic",NA,476.541,"TL",1.1207478,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.16655376346403,0.113996141080261,43.448055
"Merluccius merluccius","pelagic",NA,486.511,"TL",1.0114736,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.18725951185349,0.0114082774333506,43.448055
"Merluccius merluccius","pelagic",NA,470.844,"TL",1.0016397,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.15452682896313,0.00163835715965805,43.448055
"Merluccius merluccius","pelagic",NA,474.642,"TL",0.9775274,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.16256083566138,-0.0227289568249315,43.448055
"Merluccius merluccius","pelagic",NA,450.905,"TL",0.9691832,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.1112566742988,-0.0313016240736152,43.448055
"Merluccius merluccius","pelagic",NA,451.379,"TL",0.9933049,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.11230734136949,-0.0067176127215495,43.448055
"Merluccius merluccius","pelagic",NA,477.016,"TL",1.0679851,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.16755003330273,0.0657737891298213,43.448055
"Merluccius merluccius","pelagic",NA,471.794,"TL",1.0672197,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.15654244963964,0.0650568555290874,43.448055
"Merluccius merluccius","pelagic",NA,453.277,"TL",1.0656709,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.11650341763461,0.063604553875899,43.448055
"Merluccius merluccius","pelagic",NA,451.379,"TL",1.0536064,"",NA,"Off the coast of Galicia, Spain","1999 - 2004","35 eggs per female",FALSE,FALSE,43.448055,-9.098964,"mehault_s_2010_f104_111.pdf",6.11230734136949,0.0522189458400265,43.448055
"Cheilodipterus macrodon","mouth brooder",NA,180,"SL",0.6,"",NA,"Gulf of Aqaba, Red Sea","","",FALSE,FALSE,28.812433,34.718195,"fishelson_l_2008_e81_397.pdf",5.19295685089021,-0.510825623765991,28.812433
"Holapogon maximus","mouth brooder",NA,157,"SL",0.7,"",NA,"Oman","","",FALSE,FALSE,24.648634,57.672893,"fishelson_l_2008_e81_397.pdf",5.05624580534831,-0.356674943938732,24.648634
"Jaydia hungi","mouth brooder",NA,120,"SL",0.8,"",NA,"Madagascar","","",FALSE,FALSE,-14.666289,46.179751,"fishelson_l_2008_e81_397.pdf",4.78749174278205,-0.22314355131421,14.666289
"Ostorhinchus cookii","mouth brooder",NA,90,"SL",0.8,"",NA,"Gulf of Aqaba, Red Sea","","",FALSE,FALSE,28.812433,34.718195,"fishelson_l_2008_e81_397.pdf",4.49980967033027,-0.22314355131421,28.812433
"Ostorhinchus cyanosoma","mouth brooder",NA,70,"SL",0.6,"",NA,"Gulf of Aqaba, Red Sea","","",FALSE,FALSE,28.812433,34.718195,"fishelson_l_2008_e81_397.pdf",4.24849524204936,-0.510825623765991,28.812433
"Paroncheilus affinis","mouth brooder",NA,84.6,"TL",0.4,"",NA,"Martinique","1884","",TRUE,FALSE,14.835389,-60.97455,"smith_cl_1971_i2456_1.pdf",4.43793426661218,-0.916290731874155,14.835389
"Siphamia tubifer","mouth brooder",NA,26,"SL",1.2,"",NA,"Gulf of Aqaba, Red Sea","","",FALSE,FALSE,28.812433,34.718195,"fishelson_l_2008_e81_397.pdf",3.25809653802148,0.182321556793955,28.812433
"Taeniamia lineolata","mouth brooder",NA,60,"SL",1,"",NA,"Gulf of Aqaba, Red Sea","","",FALSE,FALSE,28.812433,34.718195,"fishelson_l_2008_e81_397.pdf",4.0943445622221,0,28.812433
"Akarotaxis nudiceps","demersal",NA,144,"TL",2.6,"",NA,"Off Shackleton Ice-shelf","1914 January","",FALSE,FALSE,-65.33,95.45,"waite_er_1916_a1_1.pdf",4.969813299576,0.955511445027436,65.33
"Aidablennius sphynx","demersal",NA,44,"SL",0.72,"",NA,"Marine reserve of Miramare in the Northern Adriatic","2002 June","",TRUE,TRUE,45.695364,13.688981,"locatello_l_2005_j303a_922.pdf",3.78418963391826,-0.328504066972036,45.695364
"Synchiropus sechellensis","pelagic",NA,127,"TL",0.8,"",NA,"Owase, Japan","1953 November","",FALSE,TRUE,33.986331,136.322811,"akazaki_m_1957_j5_146.pdf",4.84418708645859,-0.22314355131421,33.986331
"Trachurus mediterraneus","pelagic",NA,400,"TL",0.8025,"",NA,"Sea of Marmara","Before 1961","",TRUE,TRUE,40.67985,28.241551,"demir_m_1961_r16_317.pdf",5.99146454710798,-0.220023423977966,40.67985
"Trachurus trachurus","pelagic",NA,260,"TL",0.868,"",NA,"Sea of Marmara","Before 1961","",TRUE,TRUE,40.67985,28.241551,"demir_m_1961_r16_317.pdf",5.56068163101553,-0.141563564321787,40.67985
"Pagetopsis macropterus","demersal",NA,288,"TL",4,"",NA,"Gauss Winter Station, Antacrtica","1902","",FALSE,FALSE,-77.154382,-61.529441,"pappenheim_p_1912_z5_161.pdf",5.66296048013595,1.38629436111989,77.154382
"Elacatinus oceanops","demersal",NA,30,"SL",1.14,"Field/Lab",8,"Florida Keys, USA","1970 August - September","",TRUE,TRUE,24.7678,-81.753565,"valenti_rj_1972_c1972_477.pdf",3.40119738166216,0.131028262406404,24.7678
"Gobiosoma robustum","demersal",NA,270,"SL",0.629,"",NA,"Tampa Bay station, St. Petersburg, Florida, United States","1960 May","",FALSE,TRUE,27.753674,-82.547399,"springer_vg_1961_t9_77.pdf",5.59842195899838,-0.463624022281697,27.753674
"Oligolepis acutipennis","demersal",NA,107,"TL",0.3495,"",NA,"Veli estuary, Trivandrum, Kerala, India","1977 July - 1978 July","",FALSE,FALSE,8.505778,76.88342,"geevarghese_c_1983_j23_611.pdf",4.67282883446191,-1.05125171730827,8.505778
"Paragobiodon echinocephalus","demersal",NA,22.5,"TL",0.65,"Field",NA,"Heron island, GBR, Australia","1973 January","",TRUE,TRUE,-23.444321,151.913411,"lassig_b_1976_m3_283.pdf",3.11351530921037,-0.430782916092454,23.444321
"Paragobiodon lacunicolus","demersal",NA,22.5,"TL",0.65,"Field",NA,"Heron island, GBR, Australia","1973 January","",TRUE,TRUE,-23.444321,151.913411,"lassig_b_1976_m3_283.pdf",3.11351530921037,-0.430782916092454,23.444321
"Paragobiodon xanthosoma","demersal",NA,22.5,"TL",0.65,"Field",NA,"Heron island, GBR, Australia","1973 January","",TRUE,TRUE,-23.444321,151.913411,"lassig_b_1976_m3_283.pdf",3.11351530921037,-0.430782916092454,23.444321
"Haemulopsis corvinaeformis","pelagic",NA,180,"TL",0.39,"",NA,"Mostly off the coast of Natal, RN, Brazil","2010 August - 2011 July","2 females",FALSE,FALSE,-5.750962,-35.088767,"oliveira_mr_2015_h6_107.pdf",5.19295685089021,-0.941608539858445,5.750962
"Anampses caeruleopunctatus","demersal",NA,300,"TL",0.635,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.7037824746562,-0.454130280089445,11.506907
"Anampses twistii","pelagic",NA,180,"TL",0.66,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.19295685089021,-0.415515443961666,11.506907
"Cheilinus fasciatus","pelagic",NA,350,"TL",0.64,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.85793315448346,-0.446287102628419,11.506907
"Cheilinus oxycephalus","pelagic",NA,200,"TL",0.62,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.29831736654804,-0.478035800943,11.506907
"Cheilinus trilobatus","pelagic",NA,350,"TL",0.63,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.85793315448346,-0.462035459596559,11.506907
"Coris gaimard","pelagic",NA,300,"TL",0.635,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.7037824746562,-0.454130280089445,11.506907
"Coris variegata","pelagic",NA,180,"TL",0.6,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.19295685089021,-0.510825623765991,11.506907
"Epibulus insidiator","pelagic",NA,350,"TL",0.665,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.85793315448346,-0.407968238326283,11.506907
"Gomphosus varius","pelagic",NA,300,"TL",0.555,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.7037824746562,-0.588787165235702,11.506907
"Halichoeres biocellatus","pelagic",NA,100,"TL",0.615,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",4.60517018598809,-0.486133011175619,11.506907
"Halichoeres hortulanus","pelagic",NA,250,"TL",0.6,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.52146091786225,-0.510825623765991,11.506907
"Halichoeres melanurus","pelagic",NA,120,"TL",0.63,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",4.78749174278205,-0.462035459596559,11.506907
"Hemigymnus fasciatus","pelagic",NA,550,"TL",0.72,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",6.30991827822652,-0.328504066972036,11.506907
"Labrichthys unilineatus","pelagic",NA,150,"TL",0.685,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.01063529409626,-0.378336440719912,11.506907
"Labroides dimidiatus","pelagic",NA,120,"TL",0.64,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",4.78749174278205,-0.446287102628419,11.506907
"Labropsis micronesica","pelagic",NA,100,"TL",0.79,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",4.60517018598809,-0.23572233352107,11.506907
"Labropsis xanthonota","pelagic",NA,110,"TL",0.68,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",4.70048036579242,-0.385662480811985,11.506907
"Macropharyngodon meleagris","pelagic",NA,120,"TL",0.645,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",4.78749174278205,-0.438504962186365,11.506907
"Novaculichthys taeniourus","pelagic",NA,250,"TL",0.59,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.52146091786225,-0.527632742082372,11.506907
"Oxycheilinus unifasciatus","pelagic",NA,250,"TL",0.66,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.52146091786225,-0.415515443961666,11.506907
"Pseudocheilinus hexataenia","pelagic",NA,130,"TL",0.6,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",4.86753445045558,-0.510825623765991,11.506907
"Symphodus roissali","demersal",NA,66,"TL",0.745,"Field",NA,"Assumed to be Badia de Blanes, Spain based on previous paper from first author, Raventos 2004","2006 April","",FALSE,TRUE,41.669804,2.796353,"raventos_n_2008_a4_1.pdf",4.18965474202643,-0.294371060602578,41.669804
"Symphodus roissali","demersal",NA,73,"TL",0.719,"Field",NA,"Assumed to be Badia de Blanes, Spain based on previous paper from first author, Raventos 2004","2006 May","",FALSE,TRUE,41.669804,2.796353,"raventos_n_2008_a4_1.pdf",4.29045944114839,-0.32989392126109,41.669804
"Symphodus roissali","demersal",NA,71,"TL",0.702,"Field",NA,"Assumed to be Badia de Blanes, Spain based on previous paper from first author, Raventos 2004","2006 May","",FALSE,TRUE,41.669804,2.796353,"raventos_n_2008_a4_1.pdf",4.26267987704132,-0.353821874956326,41.669804
"Symphodus roissali","demersal",NA,67,"TL",0.709,"Field",NA,"Assumed to be Badia de Blanes, Spain based on previous paper from first author, Raventos 2004","2006 May","",FALSE,TRUE,41.669804,2.796353,"raventos_n_2008_a4_1.pdf",4.20469261939097,-0.34389975245001,41.669804
"Symphodus roissali","demersal",NA,73,"TL",0.7,"Field",NA,"Assumed to be Badia de Blanes, Spain based on previous paper from first author, Raventos 2004","2006 June","",FALSE,TRUE,41.669804,2.796353,"raventos_n_2008_a4_1.pdf",4.29045944114839,-0.356674943938732,41.669804
"Symphodus roissali","demersal",NA,103,"TL",0.755,"Field",NA,"Assumed to be Badia de Blanes, Spain based on previous paper from first author, Raventos 2004","2006 April","",FALSE,TRUE,41.669804,2.796353,"raventos_n_2008_a4_1.pdf",4.63472898822964,-0.281037529733112,41.669804
"Symphodus roissali","demersal",NA,108,"TL",0.755,"Field",NA,"Assumed to be Badia de Blanes, Spain based on previous paper from first author, Raventos 2004","2006 May","",FALSE,TRUE,41.669804,2.796353,"raventos_n_2008_a4_1.pdf",4.68213122712422,-0.281037529733112,41.669804
"Symphodus roissali","demersal",NA,109,"TL",0.723,"Field",NA,"Assumed to be Badia de Blanes, Spain based on previous paper from first author, Raventos 2004","2006 May","",FALSE,TRUE,41.669804,2.796353,"raventos_n_2008_a4_1.pdf",4.69134788222914,-0.324346056823372,41.669804
"Symphodus roissali","demersal",NA,101,"TL",0.727,"Field",NA,"Assumed to be Badia de Blanes, Spain based on previous paper from first author, Raventos 2004","2006 May","",FALSE,TRUE,41.669804,2.796353,"raventos_n_2008_a4_1.pdf",4.61512051684126,-0.318828801448618,41.669804
"Symphodus roissali","demersal",NA,106,"TL",0.717,"Field",NA,"Assumed to be Badia de Blanes, Spain based on previous paper from first author, Raventos 2004","2006 June","",FALSE,TRUE,41.669804,2.796353,"raventos_n_2008_a4_1.pdf",4.66343909411207,-0.332679438382517,41.669804
"Lepidonotothen nudifrons","demersal",NA,220,"TL",1.75,"",NA,"Bouvet Island","Before 1953","",FALSE,FALSE,-54.495489,3.355347,"marshall_nb_1953_e7_328.pdf",5.39362754635236,0.559615787935423,54.495489
"Patagonotothen longipes","demersal",NA,120,"TL",1,"",NA,"Berkeley Sound, Falkland islands","1902 August","",FALSE,FALSE,-51.584766,-57.776998,"lonnberg_aje_1905_w6_1.pdf",4.78749174278205,0,51.584766
"Patagonotothen sima","demersal",NA,65,"TL",0.625,"",NA,"Port Louis, Falklands","1902 April","",FALSE,FALSE,-51.539152,-58.11866,"lonnberg_aje_1905_w6_1.pdf",4.17438726989564,-0.470003629245736,51.539152
"Abudefduf saxatilis","demersal",NA,108.75,"TL",0.89,"Field",NA,"Bimini Islands, The Bahamas","1964","",TRUE,TRUE,25.821517,-79.262387,"cummings_wc_1968_u1_1.pdf",4.68905166996879,-0.116533816255952,25.821517
"Cetoscarus bicolor","pelagic",NA,600,"TL",0.75,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",6.39692965521615,-0.287682072451781,11.506907
"Chlorurus sordidus","pelagic",NA,260,"TL",0.6858095,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.56068163101553,-0.377155386614149,11.506907
"Hipposcarus longiceps","pelagic",NA,480,"TL",0.7887938,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",6.17378610390194,-0.23725033576517,11.506907
"Scarus forsteni","pelagic",NA,400,"TL",0.7595542,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.99146454710798,-0.275023596753865,11.506907
"Scarus frenatus","pelagic",NA,360,"TL",0.6906736,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.88610403145016,-0.370087925711221,11.506907
"Scarus globiceps","pelagic",NA,260,"TL",0.7716522,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.56068163101553,-0.259221348605861,11.506907
"Scarus schlegeli","pelagic",NA,400,"TL",0.6830986,"",NA,"Enewetak Atoll","1979 November - 1983 August","",TRUE,TRUE,11.506907,162.206673,"colin_pl_1991_e31_229.pdf",5.99146454710798,-0.381116066726744,11.506907
"Bairdiella chrysoura","pelagic",NA,140,"",0.69,"Field",NA,"Mouth of Newport River, NC, USA","1926 - 1929","",TRUE,TRUE,34.674553,-76.673145,"hildebrand_sf_1930_b46_383.pdf",4.9416424226093,-0.371063681390832,34.674553
"Auxis rochei","pelagic",NA,295,"FL",0.884,"Field",NA,"Shimizu Bay, Shimizu Ward, Japan","1972 July","",TRUE,TRUE,35.030789,138.578615,"inoue_m_1974_8_27.pdf",5.68697535633982,-0.123298216344494,35.030789
"Euthynnus affinis","pelagic",NA,622,"FL",0.6825,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.43294009273918,-0.381992751923022,12.329998
"Euthynnus affinis","pelagic",NA,580,"FL",0.6175,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.36302810354046,-0.482076210480005,12.329998
"Euthynnus affinis","pelagic",NA,622,"FL",0.715,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.43294009273918,-0.335472736288129,12.329998
"Katsuwonus pelamis","pelagic",NA,500,"FL",0.65,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.21460809842219,-0.430782916092454,12.329998
"Katsuwonus pelamis","pelagic",NA,585,"FL",0.78,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.37161184723186,-0.2484613592985,12.329998
"Katsuwonus pelamis","pelagic",NA,490,"FL",0.715,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.19440539110467,-0.335472736288129,12.329998
"Katsuwonus pelamis","pelagic",NA,538,"FL",0.7475,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.28785856016178,-0.291020973717295,12.329998
