order,family,genus,species,spawningModeDetailed,spawningModeCode,source
Anguilliformes,Muraenesocidae,Muraenesox,Muraenesox cinereus,pelagic,P,NA
Atheriniformes,Atherinidae,Atherina,Atherina boyeri,demersal,D,http://www.fishbase.org/summary/Atherina-boyeri
Atheriniformes,Atherinidae,Atherina,Atherina presbyter,demersal,D,http://www.fishbase.org/summary/Atherina-presbyter
Atheriniformes,Atherinopsidae,Atherinopsis,Atherinopsis californiensis,demersal,D,http://www.fishbase.org/summary/Atherinopsis-californiensis
Atheriniformes,Atherinopsidae,Leuresthes,Leuresthes tenuis,demersal,D,http://www.fishbase.org/summary/Leuresthes-tenuis
Atheriniformes,Atherinopsidae,Membras,Membras gilberti,demersal,D,NA
Atheriniformes,Atherinopsidae,Membras,Membras martinica,pelagic,P,NA
Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,demersal,D,http://www.fishbase.org/summary/Menidia-menidia
Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes argentinensis,demersal,D,NA
Aulopiformes,Synodontidae,Synodus,Synodus intermedius,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Batrachoidiformes,Batrachoididae,Porichthys,Porichthys notatus,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon pinnatibarbatus,pelagic,P,NA
Beloniformes,Exocoetidae,Hirundichthys,Hirundichthys affinis,demersal,D,NA
Beloniformes,Hemiramphidae,Hemiramphus,Hemiramphus brasiliensis,demersal,D,NA
Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus quoyi,pelagic,P,NA
Beloniformes,Scomberesocidae,Scomberesox,Scomberesox saurus,pelagic,P,http://www.fishbase.org/summary/Scomberesox-saurus
Beryciformes,Trachichthyidae,Hoplostethus,Hoplostethus atlanticus,pelagic,P,http://www.fishbase.org/summary/Hoplostethus-atlanticus
Clupeiformes,Clupeidae,Alosa,Alosa mediocris,demersal,D,http://www.fishbase.org/summary/Alosa-mediocris
Clupeiformes,Clupeidae,Amblygaster,Amblygaster sirm,pelagic,P,NA
Clupeiformes,Clupeidae,Brevoortia,Brevoortia patronus,pelagic,P,NA
Clupeiformes,Clupeidae,Brevoortia,Brevoortia tyrannus,pelagic,P,http://www.fishbase.org/summary/Brevoortia-tyrannus
Clupeiformes,Clupeidae,Clupea,Clupea harengus,demersal,D,http://www.fishbase.org/summary/Clupea-harengus
Clupeiformes,Clupeidae,Clupea,Clupea pallasii,demersal,D,http://www.fishbase.org/summary/Clupea-pallasii
Clupeiformes,Clupeidae,Ethmalosa,Ethmalosa fimbriata,pelagic,P,http://www.fishbase.org/summary/Ethmalosa-fimbriata
Clupeiformes,Clupeidae,Hyperlophus,Hyperlophus vittatus,pelagic,P,http://www.fishbase.org/summary/Hyperlophus-vittatus
Clupeiformes,Clupeidae,Nematalosa,Nematalosa vlaminghi,pelagic,P,http://www.fishbase.org/summary/Nematalosa-vlaminghi
Clupeiformes,Clupeidae,Opisthonema,Opisthonema libertate,pelagic,P,http://www.fishbase.org/summary/Opisthonema-libertate
Clupeiformes,Clupeidae,Opisthonema,Opisthonema medirastre,pelagic,P,assumed to be the same across Opisthonema spp.
Clupeiformes,Clupeidae,Sardina,Sardina pilchardus,pelagic,P,http://www.fishbase.org/summary/Sardina-pilchardus
Clupeiformes,Clupeidae,Sardinops,Sardinops sagax,pelagic,P,http://www.fishbase.org/summary/Sardinops-sagax
Clupeiformes,Clupeidae,Spratelloides,Spratelloides gracilis,demersal,D,NA
Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,pelagic,P,http://www.fishbase.org/summary/Sprattus-sprattus
Clupeiformes,Clupeidae,Strangomera,Strangomera bentincki,pelagic,P,http://www.fishbase.org/summary/Strangomera-bentincki
Clupeiformes,Engraulidae,Anchoa,Anchoa mitchilli,pelagic,P,http://www.fishbase.org/summary/Anchoa-mitchilli
Clupeiformes,Engraulidae,Anchoviella,Anchoviella lepidentostole,pelagic,P,http://www.fishbase.org/summary/Anchoviella-lepidentostole
Clupeiformes,Engraulidae,Cetengraulis,Cetengraulis mysticetus,pelagic,P,http://www.fishbase.org/summary/Cetengraulis-mysticetus
Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina heteroloba,pelagic,P,http://www.fishbase.org/summary/Encrasicholina-heteroloba
Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina purpurea,pelagic,P,http://www.fishbase.org/summary/Encrasicholina-purpurea
Clupeiformes,Engraulidae,Engraulis,Engraulis anchoita,pelagic,P,assumed to be the same as Engraulis encrasicolus
Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,pelagic,P,http://www.fishbase.org/summary/Engraulis-encrasicolus
Clupeiformes,Engraulidae,Engraulis,Engraulis japonicus,pelagic,P,http://www.fishbase.org/summary/Engraulis-japonicus
Clupeiformes,Engraulidae,Engraulis,Engraulis mordax,pelagic,P,http://www.fishbase.org/summary/Engraulis-mordax
Clupeiformes,Engraulidae,Engraulis,Engraulis ringens,pelagic,P,http://www.fishbase.org/summary/Engraulis-ringens
Clupeiformes,Pristigasteridae,Ilisha,Ilisha africana,pelagic,P,NA
Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon variegatus,demersal,D,http://www.fishbase.org/summary/Cyprinodon-variegatus
Cyprinodontiformes,Fundulidae,Fundulus,Fundulus heteroclitus,demersal,D,http://www.fishbase.org/summary/Fundulus-heteroclitus
Cyprinodontiformes,Fundulidae,Fundulus,Fundulus xenicus,demersal,D,http://www.fishbase.org/summary/Adinia-xenica
Cyprinodontiformes,Fundulidae,Lucania,Lucania goodei,demersal,D,assumed to be the same as Lucania parva
Cyprinodontiformes,Fundulidae,Lucania,Lucania parva,demersal,D,http://www.fishbase.org/summary/Lucania-parva
Gadiformes,Gadidae,Boreogadus,Boreogadus saida,pelagic,P,http://www.fishbase.org/summary/Boreogadus-saida
Gadiformes,Gadidae,Eleginus,Eleginus nawaga,demersal,D,http://www.fishbase.org/summary/Eleginus-nawaga
Gadiformes,Gadidae,Gadus,Gadus morhua,pelagic,P,http://www.fishbase.org/summary/Gadus-morhua
Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,pelagic,P,http://www.fishbase.org/summary/Melanogrammus-aeglefinus
Gadiformes,Gadidae,Merlangius,Merlangius merlangus,pelagic,P,http://www.fishbase.org/summary/Merlangius-merlangus
Gadiformes,Gadidae,Micromesistius,Micromesistius australis,pelagic,P,NA
Gadiformes,Gadidae,Pollachius,Pollachius pollachius,pelagic,P,http://www.fishbase.org/summary/Pollachius-pollachius
Gadiformes,Gadidae,Pollachius,Pollachius virens,pelagic,P,http://www.fishbase.org/summary/Pollachius-virens
Gadiformes,Gadidae,Trisopterus,Trisopterus esmarkii,pelagic,P,http://www.fishbase.org/summary/Trisopterus-esmarkii
Gadiformes,Gadidae,Trisopterus,Trisopterus minutus,pelagic,P,http://www.fishbase.org/summary/Trisopterus-minutus
Gadiformes,Lotidae,Ciliata,Ciliata mustela,pelagic,P,http://www.fishbase.org/summary/Ciliata-mustela
Gadiformes,Lotidae,Enchelyopus,Enchelyopus cimbrius,pelagic,P,http://www.fishbase.org/summary/Enchelyopus-cimbrius
Gadiformes,Lotidae,Molva,Molva molva,pelagic,P,http://www.fishbase.org/summary/Molva-molva
Gadiformes,Macrouridae,Coelorinchus,Coelorinchus australis,pelagic,P,NA
Gadiformes,Merlucciidae,Merluccius,Merluccius gayi,pelagic,P,NA
Gadiformes,Merlucciidae,Merluccius,Merluccius hubbsi,pelagic,P,NA
Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,pelagic,P,http://www.fishbase.org/summary/Merluccius-merluccius
Gadiformes,Phycidae,Urophycis,Urophycis chuss,pelagic,P,http://www.fishbase.org/summary/Urophycis-chuss
Gasterosteiformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,demersal,D,http://www.fishbase.org/summary/Gasterosteus-aculeatus
Gobiesociformes,Gobiesocidae,Apletodon,Apletodon dentatus,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Gobiesociformes,Gobiesocidae,Diplecogaster,Diplecogaster bimaculata,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Gobiesociformes,Gobiesocidae,Lepadogaster,Lepadogaster lepadogaster,demersal,D,http://www.fishbase.org/summary/Lepadogaster-lepadogaster
Gobiesociformes,Gobiesocidae,Lepadogaster,Lepadogaster purpurea,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Mugiliformes,Mugilidae,Chelon,Chelon labrosus,pelagic,P,all Mugilidae are assumed to be pelagic
Mugiliformes,Mugilidae,Chelon,Chelon ramada,pelagic,P,all Mugilidae are assumed to be pelagic
Mugiliformes,Mugilidae,Mugil,Mugil cephalus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Mugiliformes,Mugilidae,Mugil,Mugil curema,pelagic,P,assumed to be the same across Mugil spp.
Mugiliformes,Mugilidae,Mugil,Mugil hospes,pelagic,P,assumed to be the same across Mugil spp.
Mugiliformes,Mugilidae,Mugil,Mugil liza,pelagic,P,assumed to be the same across Mugil spp.
Mugiliformes,Mugilidae,Mugil,Mugil trichodon,pelagic,P,assumed to be the same across Mugil spp.
Mugiliformes,Mugilidae,Planiliza,Planiliza subviridis,pelagic,P,all Mugilidae are assumed to be pelagic
Osmeriformes,Argentinidae,Argentina,Argentina sphyraena,pelagic,P,http://www.fishbase.org/summary/Argentina-sphyraena
Osmeriformes,Osmeridae,Mallotus,Mallotus villosus,demersal,D,http://www.fishbase.org/summary/Mallotus-villosus
Perciformes,Acanthuridae,Acanthurus,Acanthurus coeruleus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Acanthuridae,Acanthurus,Acanthurus nigrofuscus,pelagic,P,assumed to be the same as Acanthurus coeruleus
Perciformes,Acanthuridae,Acanthurus,Acanthurus tractus,pelagic,P,assumed to be the same as Acanthurus coeruleus
Perciformes,Acanthuridae,Acanthurus,Acanthurus triostegus,pelagic,P,assumed to be the same as Acanthurus coeruleus
Perciformes,Acanthuridae,Zebrasoma,Zebrasoma scopas,pelagic,P,DR Robertson personal communication
Perciformes,Acropomatidae,Synagrops,Synagrops trispinosus,pelagic,P,NA
Perciformes,Ammodytidae,Ammodytes,Ammodytes hexapterus,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Ammodytidae,Ammodytes,Ammodytes personatus,demersal,D,assumed to be the same as Ammodytes hexapterus
Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Apogonidae,Apogon,Apogon maculatus,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Cheilodipterus,Cheilodipterus macrodon,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Cheilodipterus,Cheilodipterus quinquelineatus,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Fibramia,Fibramia lateralis,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Holapogon,Holapogon maximus,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Jaydia,Jaydia hungi,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Ostorhinchus,Ostorhinchus cookii,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Ostorhinchus,Ostorhinchus cyanosoma,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Ostorhinchus,Ostorhinchus doederleini,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Ostorhinchus,Ostorhinchus holotaenia,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Ostorhinchus,Ostorhinchus taeniophorus,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Paroncheilus,Paroncheilus affinis,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Phaeoptyx,Phaeoptyx conklini,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Siphamia,Siphamia tubifer,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Apogonidae,Taeniamia,Taeniamia lineolata,mouth brooder,BM,http://www.fishbase.org/summary/FamilySummary.php?ID=304
Perciformes,Artedidraconidae,Artedidraco,Artedidraco lonnbergi,demersal,D,http://www.fishbase.org/summary/Artedidraco-lonnbergi
Perciformes,Artedidraconidae,Artedidraco,Artedidraco mirus,demersal,D,http://www.fishbase.org/summary/Artedidraco-mirus
Perciformes,Artedidraconidae,Artedidraco,Artedidraco skottsbergi,demersal,D,http://www.fishbase.org/summary/Artedidraco-skottsbergi
Perciformes,Artedidraconidae,Dolloidraco,Dolloidraco longedorsalis,demersal,D,assumed to be the same as Artedidraco spp.
Perciformes,Bathydraconidae,Akarotaxis,Akarotaxis nudiceps,demersal,D,http://www.fishbase.org/summary/Akarotaxis-nudiceps
Perciformes,Bathydraconidae,Gerlachea,Gerlachea australis,demersal,D,http://www.fishbase.org/summary/Gerlachea-australis
Perciformes,Blenniidae,Aidablennius,Aidablennius sphynx,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Blenniidae,Chasmodes,Chasmodes bosquianus,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Blenniidae,Hypleurochilus,Hypleurochilus geminatus,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Blenniidae,Hypsoblennius,Hypsoblennius hentz,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Blenniidae,Hypsoblennius,Hypsoblennius jenkinsi,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Blenniidae,Lipophrys,Lipophrys pholis,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Blenniidae,Lipophrys,Lipophrys trigloides,demersal,D,assumed to be the same as Lipophrys pholis
Perciformes,Blenniidae,Ophioblennius,Ophioblennius atlanticus,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Blenniidae,Ophioblennius,Ophioblennius steindachneri,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Blenniidae,Parablennius,Parablennius ruber,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Caesionidae,Caesio,Caesio teres,pelagic,P,http://www.fishbase.org/summary/Caesio-teres
Perciformes,Caesionidae,Pterocaesio,Pterocaesio digramma,pelagic,P,http://www.fishbase.org/summary/Pterocaesio-digramma
Perciformes,Callionymidae,Callionymus,Callionymus enneactis,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Callionymidae,Callionymus,Callionymus lyra,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Callionymidae,Callionymus,Callionymus maculatus,pelagic,P,assumed to be the same as Callionymus lyra
Perciformes,Callionymidae,Repomucenus,Repomucenus beniteguri,pelagic,P,NA
Perciformes,Callionymidae,Synchiropus,Synchiropus sechellensis,pelagic,P,assumed to be the same as Synchiropus altivelis in Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Caproidae,Capros,Capros aper,pelagic,P,http://www.fishbase.org/summary/Capros-aper
Perciformes,Carangidae,Decapterus,Decapterus punctatus,pelagic,P,http://www.fishbase.org/summary/Decapterus-punctatus
Perciformes,Carangidae,Elagatis,Elagatis bipinnulata,pelagic,P,http://www.fishbase.org/summary/Elagatis-bipinnulata
Perciformes,Carangidae,Oligoplites,Oligoplites saurus,pelagic,P,NA
Perciformes,Carangidae,Trachurus,Trachurus declivis,pelagic,P,assumed to be the same across Trachurus spp.
Perciformes,Carangidae,Trachurus,Trachurus mediterraneus,pelagic,P,assumed to be the same across Trachurus spp.
Perciformes,Carangidae,Trachurus,Trachurus novaezelandiae,pelagic,P,assumed to be the same across Trachurus spp.
Perciformes,Carangidae,Trachurus,Trachurus picturatus,pelagic,P,assumed to be the same across Trachurus spp.
Perciformes,Carangidae,Trachurus,Trachurus symmetricus,pelagic,P,assumed to be the same across Trachurus spp.
Perciformes,Carangidae,Trachurus,Trachurus trachurus,pelagic,P,http://www.fishbase.org/summary/Trachurus-trachurus
Perciformes,Centropomidae,Centropomus,Centropomus undecimalis,pelagic,P,DR Robertson personal communication
Perciformes,Chaenopsidae,Acanthemblemaria,Acanthemblemaria hancocki,demersal,D,DR Robertson personal communication
Perciformes,Chaenopsidae,Acanthemblemaria,Acanthemblemaria rivasi,demersal,D,DR Robertson personal communication
Perciformes,Chaenopsidae,Neoclinus,Neoclinus uninotatus,demersal,D,DR Robertson personal communication
Perciformes,Chaetodontidae,Chaetodon,Chaetodon capistratus,pelagic,P,assumed to be the same as Chaetodon nippon
Perciformes,Chaetodontidae,Chaetodon,Chaetodon nippon,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Chaetodontidae,Prognathodes,Prognathodes aculeatus,pelagic,P,DR Robertson personal communication
Perciformes,Channichthyidae,Champsocephalus,Champsocephalus gunnari,demersal,D,http://www.fishbase.org/summary/Champsocephalus-gunnari
Perciformes,Channichthyidae,Channichthys,Channichthys rugosus,demersal,D,http://www.fishbase.org/summary/Channichthys-rugosus
Perciformes,Channichthyidae,Chionodraco,Chionodraco kathleenae,demersal,D,http://www.fishbase.org/summary/Chionodraco-kathleenae
Perciformes,Channichthyidae,Pagetopsis,Pagetopsis macropterus,demersal,D,http://www.fishbase.org/summary/Pagetopsis-macropterus
Perciformes,Cirrhitidae,Cirrhitichthys,Cirrhitichthys aureus,pelagic,P,http://www.fishbase.org/summary/Cirrhitichthys-aureus
Perciformes,Clinidae,Heterostichus,Heterostichus rostratus,demersal,D,http://www.fishbase.org/summary/Heterostichus-rostratus
Perciformes,Coryphaenidae,Coryphaena,Coryphaena hippurus,pelagic,P,http://www.fishbase.org/summary/Coryphaena-hippurus
Perciformes,Ephippidae,Chaetodipterus,Chaetodipterus faber,pelagic,P,assumed to be the same as Chaetodipterus zonatus in Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Ephippidae,Platax,Platax teira,pelagic,P,assumed to be the same as other Ephippidae in Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Gobiidae,Bathygobius,Bathygobius soporator,demersal,D,DR Robertson personal communication
Perciformes,Gobiidae,Coryphopterus,Coryphopterus dicrus,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Gobiidae,Coryphopterus,Coryphopterus glaucofraenum,demersal,D,assumed to be the same as Coryphopterus dicrus
Perciformes,Gobiidae,Coryphopterus,Coryphopterus personatus,demersal,D,assumed to be the same as Coryphopterus dicrus
Perciformes,Gobiidae,Ctenogobius,Ctenogobius stigmaticus,demersal,D,assumed to be the same as Ctenogobius boleosoma in http://www.fishbase.org/summary/Ctenogobius-boleosoma
Perciformes,Gobiidae,Elacatinus,Elacatinus figaro,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Gobiidae,Elacatinus,Elacatinus oceanops,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,demersal,D,DR Robertson personal communication
Perciformes,Gobiidae,Gobiosoma,Gobiosoma bosc,demersal,D,http://www.fishbase.org/summary/Gobiosoma-bosc
Perciformes,Gobiidae,Gobiosoma,Gobiosoma robustum,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Gobiidae,Oligolepis,Oligolepis acutipennis,demersal,D,DR Robertson personal communication
Perciformes,Gobiidae,Paragobiodon,Paragobiodon echinocephalus,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Gobiidae,Paragobiodon,Paragobiodon lacunicolus,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Gobiidae,Paragobiodon,Paragobiodon xanthosoma,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus microps,demersal,D,http://www.fishbase.org/summary/Pomatoschistus-microps
Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus minutus,demersal,D,http://www.fishbase.org/summary/Pomatoschistus-minutus
Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus pictus,demersal,D,http://www.fishbase.org/summary/Pomatoschistus-pictus
Perciformes,Gobiidae,Priolepis,Priolepis nocturna,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Gobiidae,Rhinogobiops,Rhinogobiops nicholsii,demersal,D,http://www.fishbase.org/summary/Rhinogobiops-nicholsii
Perciformes,Gobiidae,Typhlogobius,Typhlogobius californiensis,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Haemulidae,Haemulon,Haemulon flavolineatum,pelagic,P,assumed to be the same as Haemulon plumierii
Perciformes,Haemulidae,Haemulon,Haemulon plumierii,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Haemulidae,Haemulopsis,Haemulopsis corvinaeformis,pelagic,P,http://www.fishbase.org/summary/FamilySummary.php?ID=327
Perciformes,Haemulidae,Orthopristis,Orthopristis chrysoptera,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Hapalogenyidae,Hapalogenys,Hapalogenys nigripinnis,pelagic,P,NA
Perciformes,Harpagiferidae,Harpagifer,Harpagifer bispinis,demersal,D,NA
Perciformes,Istiophoridae,Makaira,Makaira nigricans,pelagic,P,http://www.fishbase.org/summary/Makaira-nigricans
Perciformes,Kyphosidae,Girella,Girella punctata,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Anampses,Anampses caeruleopunctatus,demersal,D,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Anampses,Anampses twistii,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Bodianus,Bodianus axillaris,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Bodianus,Bodianus diplotaenia,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Bodianus,Bodianus rufus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Cheilinus,Cheilinus fasciatus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Cheilinus,Cheilinus oxycephalus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Cheilinus,Cheilinus trilobatus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Cheilinus,Cheilinus undulatus,pelagic,P,assumed to be the same across all Cheilinus spp.
Perciformes,Labridae,Clepticus,Clepticus parrae,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Coris,Coris gaimard,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Coris,Coris julis,pelagic,P,assumed to be the same across Coris spp.
Perciformes,Labridae,Coris,Coris variegata,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Doratonotus,Doratonotus megalepis,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Epibulus,Epibulus insidiator,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Gomphosus,Gomphosus varius,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Halichoeres,Halichoeres biocellatus,pelagic,P,assumed to be same across Halichoeres spp.
Perciformes,Labridae,Halichoeres,Halichoeres bivittatus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Halichoeres,Halichoeres chierchiae,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Halichoeres,Halichoeres chloropterus,pelagic,P,assumed to be same across Halichoeres spp.
Perciformes,Labridae,Halichoeres,Halichoeres dispilus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Halichoeres,Halichoeres garnoti,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Halichoeres,Halichoeres hortulanus,pelagic,P,assumed to be same across Halichoeres spp.
Perciformes,Labridae,Halichoeres,Halichoeres maculipinna,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Halichoeres,Halichoeres margaritaceus,pelagic,P,assumed to be same across Halichoeres spp.
Perciformes,Labridae,Halichoeres,Halichoeres marginatus,pelagic,P,assumed to be same across Halichoeres spp.
Perciformes,Labridae,Halichoeres,Halichoeres melanurus,pelagic,P,assumed to be same across Halichoeres spp.
Perciformes,Labridae,Halichoeres,Halichoeres miniatus,pelagic,P,assumed to be same across Halichoeres spp.
Perciformes,Labridae,Halichoeres,Halichoeres nebulosus,pelagic,P,assumed to be same across Halichoeres spp.
Perciformes,Labridae,Halichoeres,Halichoeres nicholsi,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Halichoeres,Halichoeres notospilus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Halichoeres,Halichoeres pictus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Halichoeres,Halichoeres poeyi,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Halichoeres,Halichoeres tenuispinis,pelagic,P,assumed to be same across Halichoeres spp.
Perciformes,Labridae,Halichoeres,Halichoeres trimaculatus,pelagic,P,assumed to be same across Halichoeres spp.
Perciformes,Labridae,Hemigymnus,Hemigymnus fasciatus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
Perciformes,Labridae,Hemigymnus,Hemigymnus melapterus,pelagic,P,assumed to be the same as Hemigymnus fasciatus
Perciformes,Labridae,Labrichthys,Labrichthys unilineatus,pelagic,P,Kasimatis & Riginos 2016 doi 10.1007/s00338-015-1380-1
